sepal_length,sepal_width,petal_length,petal_width,petal_ratio,sepal_ratio,petal_area,sepal_area,label,event_id
4.943,3.272,1.722,0.318,5.415094339622641,1.5106968215158925,0.547596,16.173495999999997,setosa,303
4.551,3.313,1.897,0.325,5.836923076923076,1.373679444612134,0.616525,15.077463000000002,setosa,45
6.129,3.085,4.317,1.31,3.2954198473282443,1.9867098865478119,5.655270000000001,18.907964999999997,versicolor,280
6.488,3.086,5.851,1.834,3.1902944383860414,2.1023979261179524,10.730734,20.021968,virginica,53
4.987,3.495,1.026,0.353,2.906515580736544,1.42689556509299,0.362178,17.429565,setosa,72
5.698,2.761,3.864,1.111,3.4779477947794777,2.0637450199203187,4.292904,15.732178000000001,versicolor,115
4.984,3.24,1.043,0.106,9.839622641509434,1.5382716049382714,0.11055799999999999,16.14816,setosa,126
5.152,3.452,1.312,0.499,2.629258517034068,1.492468134414832,0.654688,17.784704,setosa,141
6.481,2.662,4.454,1.489,2.991269308260577,2.434635612321563,6.632006,17.252422,versicolor,13
6.346,2.915,4.395,1.363,3.2245047688921495,2.1770154373927957,5.990384999999999,18.49859,versicolor,58
5.922,2.475,3.908,1.423,2.746310611384399,2.3927272727272726,5.561084,14.65695,versicolor,328
